0,58, Self-employed-not incorporated,4,34, Some college but no degree,0, Divorced, Construction, Precision production craft & repair, White, All other, Male, Children or Armed Forces,0,0,0, Head of household, Householder, Householder,1053.55, MSA to MSA, Same county, Same county, No, Yes,1, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
54680,35, Private,3,33, High school graduate,0, Married-civilian spouse present, Mining, Precision production craft & repair, White, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,363.12, Not identifiable, Same county, Same county, No, No,6, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
54685,26, Private,33,26, Bachelors degree(BA AB BS),0, Never married, Retail trade, Adm support including clerical, Asian or Pacific Islander, All other, Female, Children or Armed Forces,0,0,0, Single, Secondary individual, Nonrelative of householder,1341.25, MSA to MSA, Same county, Same county, No, No,6, Philippines, Philippines, United-States, Native- Born in the United States,0,2,52,94, - 50000.
54688,23, Private,32,18, High school graduate,0, Never married, Wholesale trade, Sales, White, All other, Female, Children or Armed Forces,0,0,0, Single, Secondary individual, Nonrelative of householder,1059.64, MSA to nonMSA, Different county same state, Different county same state, No, No,3, United-States, United-States, United-States, Native- Born in the United States,0,2,26,94, - 50000.
54714,22, Private,33,19, Some college but no degree,575, Divorced, Retail trade, Sales, Asian or Pacific Islander, All other, Female, Children or Armed Forces,0,0,0, Head of household, Child 18+ ever marr RP of subfamily, Child 18 or older,1513.26, MSA to MSA, Different county same state, Different county same state, No, No,2, Philippines, Philippines, Philippines, Foreign born- U S citizen by naturalization,0,2,47,94, - 50000.
54757,27, Private,33,14, High school graduate,0, Never married, Retail trade, Technicians and related support, White, All other, Male, Children or Armed Forces,0,0,0, Single, Secondary individual, Nonrelative of householder,1929.9, MSA to MSA, Same county, Same county, No, No,2, United-States, United-States, United-States, Native- Born in the United States,2,2,52,94, - 50000.
54788,15, Private,45,32, 9th grade,0, Never married, Other professional services, Other service, White, All other, Male, Children or Armed Forces,0,0,0, Nonfiler, Child <18 never marr not in subfamily, Child under 18 never married,394.92, Not identifiable, Same county, Same county, No, No,1, United-States, United-States, United-States, Native- Born in the United States,0,2,6,94, - 50000.
54790,31, Local government,45,4, Bachelors degree(BA AB BS),0, Never married, Other professional services, Professional specialty, White, All other, Male, Children or Armed Forces,0,0,0, Single, Other Rel 18+ never marr not in subfamily, Other relative of householder,1945.58, MSA to MSA, Different county same state, Different county same state, No, No,6, ?, ?, ?, Foreign born- Not a citizen of U S ,0,2,52,94, - 50000.
54799,20, Private,33,19, Some college but no degree,0, Never married, Retail trade, Sales, White, NA, Female, Children or Armed Forces,0,0,0, Single, Secondary individual, Nonrelative of householder,757.01, MSA to MSA, Different county same state, Different county same state, No, No,6, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
54818,31, Private,24,2, Bachelors degree(BA AB BS),0, Never married, Manufacturing-nondurable goods, Executive admin and managerial, White, All other, Male, Children or Armed Forces,0,0,0, Single, Secondary individual, Nonrelative of householder,1078.57, MSA to MSA, Same county, Same county, No, No,6, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
54850,21, Private,33,26, Associates degree-occup /vocational,0, Married-civilian spouse present, Retail trade, Adm support including clerical, White, All other, Female, Children or Armed Forces,0,0,0, Joint both under 65, Spouse of householder, Spouse of householder,1547.82, NonMSA to nonMSA, Same county, Same county, No, No,2, United-States, United-States, United-States, Native- Born in the United States,2,2,52,94, - 50000.
54887,28, Private,25,36, Some college but no degree,0, Never married, Manufacturing-nondurable goods, Machine operators assmblrs & inspctrs, White, All other, Male, Children or Armed Forces,0,0,0, Single, Nonfamily householder, Householder,2980.5, NonMSA to nonMSA, Same county, Same county, No, No,6, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
54912,19, Private,33,19, Some college but no degree,0, Never married, Retail trade, Sales, White, All other, Female, Children or Armed Forces,0,0,0, Single, Secondary individual, Nonrelative of householder,3960.47, MSA to MSA, Same county, Same county, No, Yes,5, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
54924,43, Private,33,35, 7th and 8th grade,0, Married-civilian spouse present, Retail trade, Precision production craft & repair, White, All other, Female, Children or Armed Forces,0,0,0, Joint both under 65, Spouse of householder, Spouse of householder,1879.72, MSA to MSA, Different county same state, Different county same state, No, No,3, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
54928,40, Private,33,2, Bachelors degree(BA AB BS),0, Divorced, Retail trade, Executive admin and managerial, White, All other, Male, Children or Armed Forces,0,0,0, Single, Secondary individual, Nonrelative of householder,2922.97, MSA to MSA, Different region, Different state in West, No, Yes,4, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
54942,23, Private,42,23, Bachelors degree(BA AB BS),800, Never married, Medical except hospital, Adm support including clerical, White, All other, Female, Children or Armed Forces,0,0,0, Single, Child 18+ never marr Not in a subfamily, Child 18 or older,1067.45, MSA to MSA, Different county same state, Different county same state, No, No,6, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
55066,20, Private,2,44, 10th grade,0, Divorced, Agriculture, Farming forestry and fishing, White, Other Spanish, Female, Children or Armed Forces,0,0,0, Nonfiler, Householder, Householder,2836.29, NonMSA to MSA, Different county same state, Different county same state, No, No,6, United-States, United-States, United-States, Native- Born in the United States,2,2,1,94, - 50000.
55087,20, Private,33,29, High school graduate,0, Married-civilian spouse present, Retail trade, Other service, White, All other, Female, Children or Armed Forces,0,0,0, Joint both under 65, Spouse of householder, Spouse of householder,6042.59, MSA to MSA, Same county, Same county, No, No,6, United-States, United-States, United-States, Native- Born in the United States,1,2,40,94, - 50000.
55143,30, Private,24,36, 10th grade,900, Separated, Manufacturing-nondurable goods, Machine operators assmblrs & inspctrs, White, All other, Male, Children or Armed Forces,0,0,0, Single, Other Rel 18+ ever marr not in subfamily, Other relative of householder,3928.28, NonMSA to MSA, Different county same state, Different county same state, No, Yes,1, United-States, United-States, United-States, Native- Born in the United States,0,2,25,94, - 50000.
55190,51, Private,33,19, 9th grade,0, Married-civilian spouse present, Retail trade, Sales, White, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,1675.14, MSA to MSA, Different county same state, Different county same state, No, No,4, United-States, United-States, United-States, Native- Born in the United States,2,2,52,94, - 50000.
55219,58, Private,40,19, Some college but no degree,1600, Married-civilian spouse present, Entertainment, Sales, White, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,912.59, MSA to MSA, Same county, Same county, No, Yes,3, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
55223,30, Private,4,2, Some college but no degree,0, Divorced, Construction, Executive admin and managerial, White, All other, Male, Children or Armed Forces,8614,0,0, Single, Nonfamily householder, Householder,2146.9, MSA to MSA, Different county same state, Different county same state, No, No,3, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
55263,29, Private,39,29, High school graduate,0, Married-civilian spouse present, Personal services except private HH, Other service, Asian or Pacific Islander, NA, Male, Children or Armed Forces,0,0,0, Joint both under 65, Child 18+ ever marr RP of subfamily, Child 18 or older,757.43, MSA to MSA, Same county, Same county, No, No,1, Philippines, Philippines, Philippines, Foreign born- Not a citizen of U S ,0,2,26,94, - 50000.
55296,25, Self-employed-not incorporated,24,2, Bachelors degree(BA AB BS),0, Married-civilian spouse present, Manufacturing-nondurable goods, Executive admin and managerial, White, All other, Female, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,364.56, NonMSA to nonMSA, Different state same division, Different state in Midwest, No, No,6, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
55354,32, Private,35,17, Bachelors degree(BA AB BS),0, Married-civilian spouse present, Finance insurance and real estate, Sales, White, All other, Male, Children or Armed Forces,0,1902,0, Joint both under 65, Householder, Householder,1757.12, MSA to MSA, Same county, Same county, No, No,6, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, 50000+.
55379,56, Private,29,38, High school graduate,0, Married-civilian spouse present, Transportation, Transportation and material moving, White, All other, Male, Children or Armed Forces,0,0,142, Joint both under 65, Householder, Householder,1366.73, MSA to MSA, Different state same division, Different state in South, No, Yes,1, ?, ?, United-States, Native- Born in the United States,2,2,52,94, - 50000.
